LA,URN,LONDON/NON-LONDON,MEDIAN,PUPILS,FSM,FSMBAND,GRANTFUNDING,SELFGENERATEDINCOME,TOTALINCOME,TEACHINGSTAFF,SUPPLYTEACHERS,EDUCATIONSUPPORTSTAFF,PREMISES,BACKOFFICE,CATERING,OTHERSTAFF,ENERGY,LEARNINGRESOURCES,ICT,BOUGHTINPROFESSIONALSERVICES,OTHER,TOTALEXPENDITURE,T1213CAT1,T1213CAT2,T1213CAT3,T1213CAT4,T1213CAT5,T1213CAT1LA,T1213CAT2LA,T1213CAT3LA,T1213CAT4LA,T1213CAT5LA,T1314CAT1,T1314CAT2,T1314CAT3,T1314CAT4,T1314CAT5,T1314CAT1LA,T1314CAT2LA,T1314CAT3LA,T1314CAT4LA,T1314CAT5LA,T1415CAT1,T1415CAT2,T1415CAT3,T1415CAT4,T1415CAT5,T1415CAT1LA,T1415CAT2LA,T1415CAT3LA,T1415CAT4LA,T1415CAT5LA,T1516CAT1,T1516CAT2,T1516CAT3,T1516CAT4,T1516CAT5,T1516CAT1LA,T1516CAT2LA,T1516CAT3LA,T1516CAT4LA,T1516CAT5LA,T1617CAT1,T1617CAT2,T1617CAT3,T1617CAT4,T1617CAT5,T1617CAT1LA,T1617CAT2LA,T1617CAT3LA,T1617CAT4LA,T1617CAT5LA,DCAT1,DCAT2,DCAT3,DCAT4,DCAT5,PGRANTFUNDING,PSELFGENERATEDINCOME,PTEACHINGSTAFF,PSUPPLYTEACHERS,PEDUCATIONSUPPORTSTAFF,PPREMISES,PBACKOFFICE,PCATERING,POTHERSTAFF,PENERGY,PLEARNINGRESOURCES,PICT,PBOUGHTINPROFESSIONALSERVICES,POTHER,PT1213CAT1,PT1213CAT2,PT1213CAT3,PT1213CAT4,PT1213CAT5,PT1213CAT1LA,PT1213CAT2LA,PT1213CAT3LA,PT1213CAT4LA,PT1213CAT5LA,PT1314CAT1,PT1314CAT2,PT1314CAT3,PT1314CAT4,PT1314CAT5,PT1314CAT1LA,PT1314CAT2LA,PT1314CAT3LA,PT1314CAT4LA,PT1314CAT5LA,PT1415CAT1,PT1415CAT2,PT1415CAT3,PT1415CAT4,PT1415CAT5,PT1415CAT1LA,PT1415CAT2LA,PT1415CAT3LA,PT1415CAT4LA,PT1415CAT5LA,PT1516CAT1,PT1516CAT2,PT1516CAT3,PT1516CAT4,PT1516CAT5,PT1516CAT1LA,PT1516CAT2LA,PT1516CAT3LA,PT1516CAT4LA,PT1516CAT5LA,PT1617CAT1,PT1617CAT2,PT1617CAT3,PT1617CAT4,PT1617CAT5,PT1617CAT1LA,PT1617CAT2LA,PT1617CAT3LA,PT1617CAT4LA,PT1617CAT5LA,PDCAT1,PDCAT2,PDCAT3,PDCAT4,PDCAT5
815,121445,Non-London,Primary,179,2,Low,"3,678",30,"3,708","2,133",142,452,283,257,146,81,44,117,57,5,67,"3,784",2650,122,309,95,3883,2922,149,340,87,4382,2643,120,324,89,3900,3018,164,355,80,4513,SUPP,130,200,58,"3,525","3,005",183,317,70,"4,729","2,648",137,230,52,"3,836","3,020",170,374,69,"4,798",2585,142,257,44,3784,"3,098",168,3708,452,44,-65,20,-52,-51,-99,99%,1%,56%,4%,12%,7%,7%,4%,2%,1%,3%,2%,0%,2%,68%,3%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,6%,2%,100%,NA,NA,NA,NA,NA,69%,4%,4%,3%,100%,NA,NA,NA,NA,NA,68%,4%,7%,1%,100%,NA,NA,NA,NA,NA,0%,1%,-1%,-1%,0%
815,121446,Non-London,Primary,128,7.5,Low,"4,172",157,"4,330","2,126",73,805,350,292,129,90,149,313,4,16,118,"4,466",2703,133,358,90,4036,2922,149,340,87,4382,3141,235,429,101,4819,3018,164,355,80,4513,SUPP,90,390,89,"4,551","3,005",183,317,70,"4,729","3,342",63,424,102,"4,931","3,020",170,374,69,"4,798",2931,73,292,149,4466,"3,098",168,4330,805,149,228,-60,-66,59,430,96%,4%,SUPP,2%,SUPP,8%,7%,3%,2%,3%,7%,0%,0%,3%,67%,3%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,5%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,2%,9%,2%,100%,NA,NA,NA,NA,NA,68%,1%,3%,5%,100%,NA,NA,NA,NA,NA,NA,2%,7%,3%,100%,NA,NA,NA,NA,NA,NA,-1%,-2%,1%,0%
815,121447,Non-London,Primary,349,6.6,Low,"3,837",89,"3,926","1,983",84,728,209,314,103,134,52,169,38,42,57,"3,912",2567,112,310,67,3654,2922,149,340,87,4382,2523,115,306,68,3674,3018,164,355,80,4513,"2,606",109,304,60,"3,839","3,005",183,317,70,"4,729","2,587",86,302,60,"3,814","3,020",170,374,69,"4,798",2711,84,314,52,3912,"3,098",168,3926,728,52,144,-28,4,-15,258,98%,2%,SUPP,2%,SUPP,5%,8%,3%,3%,1%,4%,1%,1%,1%,70%,3%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,8%,2%,100%,NA,NA,NA,NA,NA,68%,3%,8%,2%,100%,NA,NA,NA,NA,NA,68%,2%,4%,4%,100%,NA,NA,NA,NA,NA,NA,2%,8%,1%,100%,NA,NA,NA,NA,NA,NA,-1%,0%,-1%,0%
815,121448,Non-London,Primary,170,12.6,Low,"4,878",47,"4,925","2,607",188,913,304,290,149,153,54,271,18,126,116,"5,189",3126,135,230,66,4376,3108,217,336,92,4717,3613,137,255,69,5137,3018,164,355,80,4513,"3,718",143,294,62,"5,444","3,005",183,317,70,"4,729","3,642",105,309,58,"5,337","3,020",170,374,69,"4,798",3520,188,290,54,5189,"3,098",168,4925,913,54,394,53,60,-12,813,99%,1%,SUPP,4%,SUPP,6%,6%,3%,3%,1%,5%,0%,2%,2%,71%,3%,5%,1%,100%,NA,NA,NA,NA,NA,70%,3%,5%,1%,100%,NA,NA,NA,NA,NA,68%,3%,5%,1%,100%,NA,NA,NA,NA,NA,68%,2%,3%,5%,100%,NA,NA,NA,NA,NA,NA,4%,6%,1%,100%,NA,NA,NA,NA,NA,NA,1%,1%,0%,0%
815,121449,Non-London,Primary,369,5.7,Low,"4,133",66,"4,199","2,083",70,763,393,185,127,151,0,158,26,14,149,"4,118",2533,92,200,0,3754,2922,149,340,87,4382,2443,202,209,3,3705,3018,164,355,80,4513,"2,735",101,245,-1,"4,039","3,005",183,317,70,"4,729","2,909",107,250,0,"4,314","3,020",170,374,69,"4,798",2846,70,185,0,4118,"3,098",168,4199,763,0,313,-22,-15,0,364,98%,2%,51%,2%,19%,10%,4%,3%,4%,0%,4%,1%,0%,4%,67%,2%,5%,0%,100%,NA,NA,NA,NA,NA,SUPP,5%,6%,0%,100%,NA,NA,NA,NA,NA,68%,3%,6%,0%,100%,NA,NA,NA,NA,NA,68%,2%,3%,5%,100%,NA,NA,NA,NA,NA,69%,2%,4%,0%,100%,NA,NA,NA,NA,NA,2%,0%,-1%,0%,0%
815,121450,Non-London,Primary,179,5.6,Low,"4,430",96,"4,525","2,361",303,712,271,256,163,188,47,251,46,31,105,"4,734",2802,157,194,56,4028,2922,149,340,87,4382,3030,8,206,71,4098,3018,164,355,80,4513,SUPP,105,242,61,"4,277","3,005",183,317,70,"4,729","2,991",150,256,71,"4,373","3,020",170,374,69,"4,798",3073,303,256,47,4734,"3,098",168,4525,712,47,271,146,62,-9,706,98%,2%,50%,6%,15%,6%,5%,3%,4%,1%,5%,1%,1%,2%,70%,4%,5%,1%,100%,NA,NA,NA,NA,NA,SUPP,0%,5%,2%,100%,NA,NA,NA,NA,NA,SUPP,2%,6%,1%,100%,NA,NA,NA,NA,NA,68%,3%,4%,5%,100%,NA,NA,NA,NA,NA,65%,6%,5%,1%,100%,NA,NA,NA,NA,NA,-5%,2%,0%,0%,0%
815,121451,Non-London,Primary,226,12,Low,"4,540",81,"4,622","2,130",99,"1,027",406,458,150,139,54,183,89,18,75,"4,828",2862,161,296,90,4283,3108,217,336,92,4717,2609,189,290,45,3954,3018,164,355,80,4513,"2,998",111,325,75,"4,507","3,005",183,317,70,"4,729","3,309",93,385,40,"4,848","3,020",170,374,69,"4,798",3157,99,458,54,4828,"3,098",168,4622,1027,54,295,-62,162,-36,545,98%,2%,44%,2%,21%,8%,9%,3%,3%,1%,4%,2%,0%,2%,67%,4%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,5%,7%,1%,100%,NA,NA,NA,NA,NA,67%,2%,7%,2%,100%,NA,NA,NA,NA,NA,68%,2%,3%,5%,100%,NA,NA,NA,NA,NA,65%,2%,9%,1%,100%,NA,NA,NA,NA,NA,-2%,-2%,2%,-1%,0%
815,121452,Non-London,Primary,70,0,Low,"5,427",50,"5,477","2,400",95,934,349,498,166,95,44,352,61,131,221,"5,346",SUPP,118,272,89,3882,2922,149,340,87,4382,3217,57,298,59,4608,3018,164,355,80,4513,SUPP,241,399,68,"5,238","3,005",183,317,70,"4,729","3,118",198,458,58,"4,941","3,020",170,374,69,"4,798",3334,95,498,44,5346,"3,098",168,5477,934,44,NA,-23,226,-45,1464,99%,1%,45%,2%,17%,7%,9%,3%,2%,1%,7%,1%,2%,4%,SUPP,3%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,1%,6%,1%,100%,NA,NA,NA,NA,NA,SUPP,5%,8%,1%,100%,NA,NA,NA,NA,NA,63%,4%,2%,6%,100%,NA,NA,NA,NA,NA,62%,2%,9%,1%,100%,NA,NA,NA,NA,NA,NA,-1%,2%,-1%,0%
815,121453,Non-London,Primary,63,3.6,Low,"5,191",46,"5,237","2,864",138,556,401,598,148,220,78,380,87,12,97,"5,578",3761,373,418,96,5880,2922,149,340,87,4382,3342,99,436,77,5026,3018,164,355,80,4513,SUPP,306,537,103,"5,872","3,005",183,317,70,"4,729","3,294",-15,592,75,"5,472","3,020",170,374,69,"4,798",3419,138,598,78,5578,"3,098",168,5237,556,78,-342,-235,180,-18,-302,99%,1%,SUPP,2%,SUPP,7%,11%,3%,4%,1%,7%,2%,0%,2%,64%,6%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,2%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,5%,9%,2%,100%,NA,NA,NA,NA,NA,60%,0%,4%,9%,100%,NA,NA,NA,NA,NA,NA,2%,11%,1%,100%,NA,NA,NA,NA,NA,NA,-4%,4%,-1%,0%
815,121454,Non-London,Primary,31,18.5,Low,"8,648",104,"8,752","3,737",256,"1,243",744,680,335,110,210,583,95,91,103,"8,187",SUPP,218,590,346,8731,2922,149,340,87,4382,3522,407,428,193,7014,3599,241,447,153,6323,"5,008",54,575,152,"7,787","3,478",209,426,98,"5,541",SUPP,171,586,179,"8,074","3,020",170,374,69,"4,798",4980,256,680,210,8187,"3,098",168,8752,1243,210,NA,38,90,-136,-544,99%,1%,46%,3%,15%,9%,8%,4%,1%,3%,7%,1%,1%,1%,SUPP,2%,7%,4%,100%,NA,NA,NA,NA,NA,SUPP,6%,6%,3%,100%,NA,NA,NA,NA,NA,64%,1%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP!,2%,4%,6%,100%,NA,NA,NA,NA,NA,61%,3%,8%,3%,100%,NA,NA,NA,NA,NA,NA,1%,1%,-1%,0%
815,121455,Non-London,Primary,165,2.4,Low,"4,057",95,"4,152","1,962",266,678,324,328,130,170,51,178,52,73,91,"4,302",2646,73,298,60,3719,2922,149,340,87,4382,2511,113,313,53,3768,3018,164,355,80,4513,"2,399",129,289,46,"3,680","3,005",183,317,70,"4,729","2,675",145,316,39,"3,986","3,020",170,374,69,"4,798",2640,266,328,51,4302,"3,098",168,4152,678,51,-6,193,30,-9,583,98%,2%,46%,6%,16%,8%,8%,3%,4%,1%,4%,1%,2%,2%,71%,2%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,8%,1%,100%,NA,NA,NA,NA,NA,65%,4%,8%,1%,100%,NA,NA,NA,NA,NA,67%,4%,3%,4%,100%,NA,NA,NA,NA,NA,61%,6%,8%,1%,100%,NA,NA,NA,NA,NA,-10%,4%,0%,-1%,0%
815,121456,Non-London,Primary,580,13.2,Low,"4,111",119,"4,230","2,267",35,690,171,386,124,90,46,176,53,30,78,"4,145",2825,26,263,62,3785,2922,149,340,87,4382,2748,49,270,65,3720,3018,164,355,80,4513,"2,702",59,349,49,"3,766","3,005",183,317,70,"4,729","2,807",41,345,45,"4,021","3,020",170,374,69,"4,798",2956,35,386,46,4145,"3,098",168,4230,690,46,131,9,123,-16,360,97%,3%,55%,1%,17%,4%,9%,3%,2%,1%,4%,1%,1%,2%,75%,1%,7%,2%,100%,NA,NA,NA,NA,NA,74%,1%,7%,2%,100%,NA,NA,NA,NA,NA,72%,2%,9%,1%,100%,NA,NA,NA,NA,NA,70%,1%,3%,5%,100%,NA,NA,NA,NA,NA,71%,1%,9%,1%,100%,NA,NA,NA,NA,NA,-4%,0%,2%,-1%,0%
815,121345,Non-London,Primary,196,11.7,Low,"5,237",45,"5,282","2,296",139,"1,138",344,279,178,147,75,270,2,61,128,"5,060",2450,73,184,75,3652,2922,149,340,87,4382,2952,134,202,100,4195,3018,164,355,80,4513,"3,114",121,236,69,"4,455","3,005",183,317,70,"4,729","3,055",141,282,76,"4,614","3,020",170,374,69,"4,798",3434,139,279,75,5060,"3,098",168,5282,1138,75,984,66,95,0,1408,99%,1%,45%,3%,22%,7%,6%,4%,3%,1%,5%,0%,1%,3%,67%,2%,5%,2%,100%,NA,NA,NA,NA,NA,70%,3%,5%,2%,100%,NA,NA,NA,NA,NA,70%,3%,5%,2%,100%,NA,NA,NA,NA,NA,66%,3%,3%,5%,100%,NA,NA,NA,NA,NA,68%,3%,6%,1%,100%,NA,NA,NA,NA,NA,1%,1%,1%,-1%,0%
815,121346,Non-London,Primary,170,6.5,Low,"5,143",92,"5,235","2,848",136,675,317,360,166,133,82,196,166,54,76,"5,208",3004,55,233,97,4503,2922,149,340,87,4382,2947,55,222,108,4088,3018,164,355,80,4513,"3,393",75,232,92,"4,977","3,005",183,317,70,"4,729","3,256",-12,220,91,"4,549","3,020",170,374,69,"4,798",3523,136,360,82,5208,"3,098",168,5235,675,82,519,81,127,-15,705,98%,2%,SUPP,3%,SUPP,6%,7%,3%,3%,2%,4%,3%,1%,1%,67%,1%,5%,2%,100%,NA,NA,NA,NA,NA,SUPP,1%,5%,3%,100%,NA,NA,NA,NA,NA,68%,2%,5%,2%,100%,NA,NA,NA,NA,NA,72%,0%,3%,4%,100%,NA,NA,NA,NA,NA,NA,3%,7%,2%,100%,NA,NA,NA,NA,NA,NA,2%,2%,0%,0%
815,121349,Non-London,Primary,211,11.4,Low,"4,820",79,"4,899","2,223",278,917,234,360,158,147,49,251,36,70,50,"4,775",2742,116,263,80,3831,2922,149,340,87,4382,2792,175,268,78,4016,3018,164,355,80,4513,"2,906",164,317,62,"4,196","3,005",183,317,70,"4,729","3,125",182,338,56,"4,617","3,020",170,374,69,"4,798",3141,278,360,49,4775,"3,098",168,4899,917,49,399,162,97,-31,944,98%,2%,47%,6%,19%,5%,8%,3%,3%,1%,5%,1%,1%,1%,72%,3%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,7%,2%,100%,NA,NA,NA,NA,NA,69%,4%,8%,1%,100%,NA,NA,NA,NA,NA,67%,4%,4%,6%,100%,NA,NA,NA,NA,NA,66%,6%,8%,1%,100%,NA,NA,NA,NA,NA,-6%,3%,1%,-1%,0%
815,121350,Non-London,Primary,220,4.7,Low,"4,383",32,"4,415","2,070",67,809,284,660,159,144,54,115,24,27,61,"4,473",3082,89,558,99,4554,2922,149,340,87,4382,3475,93,716,100,5160,3018,164,355,80,4513,SUPP,59,765,47,"5,311","3,005",183,317,70,"4,729","2,795",54,668,82,"4,433","3,020",170,374,69,"4,798",2879,67,660,54,4473,"3,098",168,4415,809,54,-203,-22,102,-45,-81,99%,1%,46%,1%,18%,6%,15%,4%,3%,1%,3%,1%,1%,1%,68%,2%,12%,2%,100%,NA,NA,NA,NA,NA,SUPP,2%,14%,2%,100%,NA,NA,NA,NA,NA,SUPP,1%,14%,1%,100%,NA,NA,NA,NA,NA,63%,1%,3%,4%,100%,NA,NA,NA,NA,NA,64%,1%,15%,1%,100%,NA,NA,NA,NA,NA,-4%,-1%,3%,-1%,0%
815,121353,Non-London,Primary,214,11.8,Low,"4,284",106,"4,390","2,316",209,698,331,302,108,159,49,171,63,46,91,"4,542",3252,165,288,70,4516,2922,149,340,87,4382,3344,97,243,23,4420,3018,164,355,80,4513,"3,259",153,257,60,"4,579","3,005",183,317,70,"4,729","3,401",219,281,64,"5,050","3,020",170,374,69,"4,798",3014,209,302,49,4542,"3,098",168,4390,698,49,-238,44,14,-21,26,98%,2%,51%,5%,15%,7%,7%,2%,4%,1%,4%,1%,1%,2%,72%,4%,6%,2%,100%,NA,NA,NA,NA,NA,76%,2%,5%,1%,100%,NA,NA,NA,NA,NA,71%,3%,6%,1%,100%,NA,NA,NA,NA,NA,68%,4%,2%,4%,100%,NA,NA,NA,NA,NA,66%,5%,7%,1%,100%,NA,NA,NA,NA,NA,-6%,1%,1%,-1%,0%
815,121355,Non-London,Primary,59,6.8,Low,"5,790",112,"5,902","3,077",272,703,333,439,169,117,57,493,47,2,105,"5,813",SUPP,189,424,118,5377,2922,149,340,87,4382,3880,162,435,92,5735,3018,164,355,80,4513,SUPP,208,365,73,"5,099","3,005",183,317,70,"4,729","3,756",291,477,72,"6,203","3,020",170,374,69,"4,798",3779,272,439,57,5813,"3,098",168,5902,703,57,NA,83,15,-61,436,98%,2%,SUPP,5%,SUPP,6%,8%,3%,2%,1%,8%,1%,0%,2%,SUPP,4%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,7%,1%,100%,NA,NA,NA,NA,NA,61%,5%,3%,9%,100%,NA,NA,NA,NA,NA,NA,5%,8%,1%,100%,NA,NA,NA,NA,NA,NA,1%,0%,-1%,0%
815,121356,Non-London,Primary,284,8.5,Low,"3,702",120,"3,822","1,963",98,496,237,260,11,73,44,257,50,6,88,"3,584",2280,294,150,62,3451,2922,149,340,87,4382,2365,144,230,47,3401,3018,164,355,80,4513,SUPP,121,231,56,"3,592","3,005",183,317,70,"4,729","2,449",113,234,56,"3,591","3,020",170,374,69,"4,798",2459,98,260,44,3584,"3,098",168,3822,496,44,179,-196,110,-18,133,97%,3%,55%,3%,14%,7%,7%,0%,2%,1%,7%,1%,0%,2%,66%,9%,4%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,7%,1%,100%,NA,NA,NA,NA,NA,SUPP,3%,6%,2%,100%,NA,NA,NA,NA,NA,68%,3%,0%,8%,100%,NA,NA,NA,NA,NA,69%,3%,7%,1%,100%,NA,NA,NA,NA,NA,3%,-6%,3%,-1%,0%
815,121357,Non-London,Primary,411,3.9,Low,"3,774",74,"3,848","2,103",100,651,208,235,138,86,38,179,55,14,67,"3,875",2348,85,181,72,3271,2922,149,340,87,4382,2319,90,183,54,3244,3018,164,355,80,4513,SUPP,96,181,47,"3,382","3,005",183,317,70,"4,729","2,517",115,235,47,"3,644","3,020",170,374,69,"4,798",2754,100,235,38,3875,"3,098",168,3848,651,38,406,15,54,-34,604,98%,2%,SUPP,3%,SUPP,5%,6%,4%,2%,1%,5%,1%,0%,2%,72%,3%,6%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,6%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,5%,1%,100%,NA,NA,NA,NA,NA,69%,3%,3%,5%,100%,NA,NA,NA,NA,NA,NA,3%,6%,1%,100%,NA,NA,NA,NA,NA,NA,0%,0%,-1%,0%
815,121358,Non-London,Primary,189,10.1,Low,"4,149",110,"4,259","2,201",90,744,297,145,198,134,62,242,31,8,91,"4,244",2798,137,186,53,3929,2922,149,340,87,4382,2706,137,189,59,3859,3018,164,355,80,4513,"2,702",183,190,60,"4,099","3,005",183,317,70,"4,729","2,767",144,254,70,"4,241","3,020",170,374,69,"4,798",2945,90,145,62,4244,"3,098",168,4259,744,62,147,-47,-41,9,315,97%,3%,SUPP,2%,SUPP,7%,3%,5%,3%,1%,6%,1%,0%,2%,71%,3%,5%,1%,100%,NA,NA,NA,NA,NA,SUPP,4%,5%,2%,100%,NA,NA,NA,NA,NA,66%,4%,5%,1%,100%,NA,NA,NA,NA,NA,65%,3%,4%,6%,100%,NA,NA,NA,NA,NA,NA,2%,3%,1%,100%,NA,NA,NA,NA,NA,NA,-1%,-2%,0%,0%
815,121359,Non-London,Primary,251,4.8,Low,"4,196",89,"4,284","2,402",154,725,201,247,146,135,51,226,26,46,84,"4,444",2406,159,204,46,3387,2922,149,340,87,4382,2462,171,195,52,3535,3018,164,355,80,4513,SUPP,175,187,42,"3,573","3,005",183,317,70,"4,729","2,720",276,219,52,"4,103","3,020",170,374,69,"4,798",3127,154,247,51,4444,"3,098",168,4284,725,51,721,-5,43,5,1057,98%,2%,54%,3%,16%,5%,6%,3%,3%,1%,5%,1%,1%,2%,71%,5%,6%,1%,100%,NA,NA,NA,NA,NA,SUPP,5%,6%,1%,100%,NA,NA,NA,NA,NA,SUPP,5%,5%,1%,100%,NA,NA,NA,NA,NA,66%,7%,3%,6%,100%,NA,NA,NA,NA,NA,70%,3%,6%,1%,100%,NA,NA,NA,NA,NA,-1%,-2%,0%,0%,0%
815,121380,Non-London,Primary,141,4.8,Low,"4,891",186,"5,076","2,162",99,"1,197",288,378,187,237,97,347,34,19,67,"5,113",3056,225,395,73,4714,2922,149,340,87,4382,3526,226,430,81,5524,3018,164,355,80,4513,"3,191",188,415,56,"4,945","3,005",183,317,70,"4,729","3,587",93,403,112,"5,295","3,020",170,374,69,"4,798",3359,99,378,97,5113,"3,098",168,5076,1197,97,303,-126,-17,24,399,96%,4%,42%,2%,23%,6%,7%,4%,5%,2%,7%,1%,0%,1%,65%,5%,8%,2%,100%,NA,NA,NA,NA,NA,64%,4%,8%,1%,100%,NA,NA,NA,NA,NA,65%,4%,8%,1%,100%,NA,NA,NA,NA,NA,67%,2%,3%,7%,100%,NA,NA,NA,NA,NA,66%,2%,7%,2%,100%,NA,NA,NA,NA,NA,1%,-3%,-1%,0%,0%
815,121382,Non-London,Primary,182,11.3,Low,"4,068",233,"4,301","2,077",167,651,411,310,129,147,78,227,46,54,98,"4,395",2438,149,181,114,4110,2922,149,340,87,4382,2834,15,285,125,4755,3018,164,355,80,4513,"2,678",109,290,98,"4,343","3,005",183,317,70,"4,729","3,040",101,318,88,"4,650","3,020",170,374,69,"4,798",2727,167,310,78,4395,"3,098",168,4301,651,78,289,18,129,-36,285,95%,5%,47%,4%,15%,9%,7%,3%,3%,2%,5%,1%,1%,2%,59%,4%,4%,3%,100%,NA,NA,NA,NA,NA,SUPP,0%,6%,3%,100%,NA,NA,NA,NA,NA,62%,3%,7%,2%,100%,NA,NA,NA,NA,NA,66%,2%,3%,4%,100%,NA,NA,NA,NA,NA,62%,4%,7%,2%,100%,NA,NA,NA,NA,NA,3%,0%,3%,-1%,0%
815,121383,Non-London,Primary,134,2.2,Low,"4,046",188,"4,233",SUPP,178,SUPP,296,385,158,53,68,311,18,51,74,"1,592",2364,168,301,83,3625,2922,149,340,87,4382,2192,257,350,72,3638,3018,164,355,80,4513,"2,481",140,336,83,"3,809","3,005",183,317,70,"4,729","2,531",189,372,69,"3,940","3,020",170,374,69,"4,798",SUPP,178,385,68,4293,"3,098",168,4233,625,68,SUPP,10,84,-15,668,96%,4%,SUPP,4%,SUPP,7%,9%,4%,1%,2%,7%,0%,1%,2%,65%,5%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,7%,10%,2%,100%,NA,NA,NA,NA,NA,65%,4%,9%,2%,100%,NA,NA,NA,NA,NA,65%,5%,0%,8%,100%,NA,NA,NA,NA,NA,SUPP,4%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,-1%,1%,0%,0%
815,121385,Non-London,Primary,49,10.2,Low,"6,486",254,"6,740","3,170",207,863,385,762,207,282,84,509,77,27,106,"6,679",SUPP,282,616,64,5780,3108,217,336,92,4717,4044,315,687,86,6195,3018,164,355,80,4513,SUPP,222,635,82,"6,069","3,005",183,317,70,"4,729","3,824",215,686,71,"5,994","3,020",170,374,69,"4,798",4034,207,762,84,6679,"3,098",168,6740,863,84,NA,-75,146,20,899,96%,4%,SUPP,3%,SUPP,6%,11%,3%,4%,1%,8%,1%,0%,2%,SUPP,5%,11%,1%,100%,NA,NA,NA,NA,NA,SUPP,5%,11%,1%,100%,NA,NA,NA,NA,NA,SUPP,4%,10%,1%,100%,NA,NA,NA,NA,NA,64%,4%,3%,5%,100%,NA,NA,NA,NA,NA,NA,3%,11%,1%,100%,NA,NA,NA,NA,NA,NA,-2%,0%,0%,0%
815,121386,Non-London,Primary,167,14.4,Low,"4,264",7,"4,271","1,926",229,605,308,309,132,143,53,137,110,21,74,"4,049",2438,120,347,56,3648,2922,149,340,87,4382,2647,72,373,69,3827,3018,164,355,80,4513,SUPP,136,354,69,"3,877","3,005",183,317,70,"4,729","2,524",107,320,53,"3,840","3,020",170,374,69,"4,798",2532,229,309,53,4049,"3,098",168,4271,605,53,94,109,-38,-3,401,100%,0%,48%,6%,15%,8%,8%,3%,4%,1%,3%,3%,1%,2%,67%,3%,10%,2%,100%,NA,NA,NA,NA,NA,SUPP,2%,10%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,9%,2%,100%,NA,NA,NA,NA,NA,66%,3%,3%,4%,100%,NA,NA,NA,NA,NA,63%,6%,8%,1%,100%,NA,NA,NA,NA,NA,-4%,3%,-2%,-1%,0%
815,121387,Non-London,Primary,137,2.2,Low,"4,179",97,"4,276","2,032",102,551,240,263,167,114,67,273,67,18,53,"3,949",2823,212,322,61,4037,2922,149,340,87,4382,2882,166,285,82,4129,3018,164,355,80,4513,"2,653",277,258,58,"3,995","3,005",183,317,70,"4,729","2,595",120,303,71,"3,900","3,020",170,374,69,"4,798",2583,102,263,67,3949,"3,098",168,4276,551,67,-240,-110,-59,6,-88,98%,2%,SUPP,3%,SUPP,6%,7%,4%,3%,2%,7%,2%,0%,1%,70%,5%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,7%,2%,100%,NA,NA,NA,NA,NA,66%,7%,6%,1%,100%,NA,NA,NA,NA,NA,67%,3%,4%,7%,100%,NA,NA,NA,NA,NA,NA,3%,7%,2%,100%,NA,NA,NA,NA,NA,NA,-2%,-1%,0%,0%
815,121388,Non-London,Primary,133,6,Low,"4,450",121,"4,571","2,373",166,728,233,330,187,67,59,269,33,62,63,"4,571",2719,74,274,95,3784,2922,149,340,87,4382,3038,97,302,98,4272,3018,164,355,80,4513,SUPP,51,281,70,"4,142","3,005",183,317,70,"4,729","2,645",165,266,55,"3,735","3,020",170,374,69,"4,798",3101,166,330,59,4571,"3,098",168,4571,728,59,382,92,56,-36,787,97%,3%,SUPP,4%,SUPP,5%,7%,4%,1%,1%,6%,1%,1%,1%,72%,2%,7%,3%,100%,NA,NA,NA,NA,NA,SUPP,2%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,1%,7%,2%,100%,NA,NA,NA,NA,NA,71%,4%,-1%,3%,100%,NA,NA,NA,NA,NA,NA,4%,7%,1%,100%,NA,NA,NA,NA,NA,NA,2%,0%,-2%,0%
