LA,URN,LONDON/NON-LONDON,MEDIAN,PUPILS,FSM,FSMBAND,GRANTFUNDING,SELFGENERATEDINCOME,TOTALINCOME,TEACHINGSTAFF,SUPPLYTEACHERS,EDUCATIONSUPPORTSTAFF,PREMISES,BACKOFFICE,CATERING,OTHERSTAFF,ENERGY,LEARNINGRESOURCES,ICT,BOUGHTINPROFESSIONALSERVICES,OTHER,TOTALEXPENDITURE,T1213CAT1,T1213CAT2,T1213CAT3,T1213CAT4,T1213CAT5,T1213CAT1LA,T1213CAT2LA,T1213CAT3LA,T1213CAT4LA,T1213CAT5LA,T1314CAT1,T1314CAT2,T1314CAT3,T1314CAT4,T1314CAT5,T1314CAT1LA,T1314CAT2LA,T1314CAT3LA,T1314CAT4LA,T1314CAT5LA,T1415CAT1,T1415CAT2,T1415CAT3,T1415CAT4,T1415CAT5,T1415CAT1LA,T1415CAT2LA,T1415CAT3LA,T1415CAT4LA,T1415CAT5LA,T1516CAT1,T1516CAT2,T1516CAT3,T1516CAT4,T1516CAT5,T1516CAT1LA,T1516CAT2LA,T1516CAT3LA,T1516CAT4LA,T1516CAT5LA,T1617CAT1,T1617CAT2,T1617CAT3,T1617CAT4,T1617CAT5,T1617CAT1LA,T1617CAT2LA,T1617CAT3LA,T1617CAT4LA,T1617CAT5LA,DCAT1,DCAT2,DCAT3,DCAT4,DCAT5,PGRANTFUNDING,PSELFGENERATEDINCOME,PTEACHINGSTAFF,PSUPPLYTEACHERS,PEDUCATIONSUPPORTSTAFF,PPREMISES,PBACKOFFICE,PCATERING,POTHERSTAFF,PENERGY,PLEARNINGRESOURCES,PICT,PBOUGHTINPROFESSIONALSERVICES,POTHER,PT1213CAT1,PT1213CAT2,PT1213CAT3,PT1213CAT4,PT1213CAT5,PT1213CAT1LA,PT1213CAT2LA,PT1213CAT3LA,PT1213CAT4LA,PT1213CAT5LA,PT1314CAT1,PT1314CAT2,PT1314CAT3,PT1314CAT4,PT1314CAT5,PT1314CAT1LA,PT1314CAT2LA,PT1314CAT3LA,PT1314CAT4LA,PT1314CAT5LA,PT1415CAT1,PT1415CAT2,PT1415CAT3,PT1415CAT4,PT1415CAT5,PT1415CAT1LA,PT1415CAT2LA,PT1415CAT3LA,PT1415CAT4LA,PT1415CAT5LA,PT1516CAT1,PT1516CAT2,PT1516CAT3,PT1516CAT4,PT1516CAT5,PT1516CAT1LA,PT1516CAT2LA,PT1516CAT3LA,PT1516CAT4LA,PT1516CAT5LA,PT1617CAT1,PT1617CAT2,PT1617CAT3,PT1617CAT4,PT1617CAT5,PT1617CAT1LA,PT1617CAT2LA,PT1617CAT3LA,PT1617CAT4LA,PT1617CAT5LA,PDCAT1,PDCAT2,PDCAT3,PDCAT4,PDCAT5
815,121764,Non-London,Special,53,35.8,High,"43,187",680,"43,866","13,449","1,468","11,875","3,122","3,217","2,102",555,524,"1,549",525,40,129,"38,555",19576,527,2960,673,30609,17065,527,2093,375,24025,21521,554,3382,665,33652,21521,554,3382,665,33652,"25,028",206,"3,833",598,"37,059","21,733",468,"2,276",411,"31,205","21,697",888,"3,038",699,"33,099","19,838",813,"2,595",451,"28,880",25324,1468,3217,524,38555,"22,629","1,556",43866,11875,524,5748,941,257,-149,7946,98%,2%,35%,4%,31%,8%,8%,5%,1%,1%,4%,1%,0%,0%,64%,2%,10%,2%,100%,NA,NA,NA,NA,NA,64%,2%,10%,2%,100%,NA,NA,NA,NA,NA,68%,1%,10%,2%,100%,NA,NA,NA,NA,NA,66%,3%,6%,4%,100%,NA,NA,NA,NA,NA,66%,4%,8%,1%,100%,NA,NA,NA,NA,NA,2%,2%,-2%,-1%,0%
815,121766,Non-London,Special,72,23.3,Medium,"31,621",959,"32,581","8,650",785,"14,696","3,769","3,161","1,306","1,050",699,385,253,174,355,"35,282",18207,864,2040,991,28135,17951,678,1919,404,27021,17206,718,2367,690,27567,16111,718,1953,391,24669,"18,919","1,101","2,311",635,"29,244","16,599",751,"1,889",381,"23,926","20,222","1,054","2,839",446,"30,840","17,571",780,"2,141",289,"25,175",23345,785,3161,699,35282,"18,228",803,32581,14696,699,5138,-79,1121,-292,7147,97%,3%,25%,2%,42%,11%,9%,4%,3%,2%,1%,1%,0%,1%,65%,3%,7%,4%,100%,NA,NA,NA,NA,NA,62%,3%,9%,3%,100%,NA,NA,NA,NA,NA,65%,4%,8%,2%,100%,NA,NA,NA,NA,NA,66%,3%,4%,2%,100%,NA,NA,NA,NA,NA,66%,2%,9%,2%,100%,NA,NA,NA,NA,NA,1%,-1%,2%,-2%,0%
815,121771,Non-London,Special,49,9.5,Low,"28,378","2,618","30,996","8,534",-246,"14,046","2,192","2,621",238,"1,540",289,"2,626",107,246,154,"32,347",17695,1369,1798,394,27124,17951,678,1919,404,27021,18510,1169,2087,420,27311,16111,718,1953,391,24669,SUPP,854,"2,091",SUPP,"26,951","18,425",755,"1,759",310,"26,951","23,022",628,"2,444",352,"32,357","16,438",628,"2,208",248,"25,627",22580,-246,2621,289,32347,"17,908",292,30996,14046,289,4885,-1615,823,-105,5223,92%,8%,SUPP,-1%,SUPP,7%,8%,1%,5%,1%,8%,0%,1%,0%,65%,5%,7%,1%,100%,NA,NA,NA,NA,NA,68%,4%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,8%,SUPP,100%,NA,NA,NA,NA,NA,71%,2%,1%,5%,100%,NA,NA,NA,NA,NA,NA,-1%,8%,1%,100%,NA,NA,NA,NA,NA,NA,-6%,1%,0%,0%
815,121772,Non-London,Special,67,50,High,"25,789",814,"26,603","8,927","1,645","11,008","1,558","2,355",362,927,183,839,198,51,"-1,545","26,507",17065,736,2093,192,24025,17065,527,2093,375,24025,18087,744,2191,268,25718,21521,554,3382,665,33652,"18,437",730,"2,176",224,"25,350","21,733",468,"2,276",411,"31,205","17,979",737,"2,152",202,"24,661","19,838",813,"2,595",451,"28,880",19935,1645,2355,183,26507,"22,629","1,556",26603,11008,183,2870,909,262,-9,2482,97%,3%,34%,6%,42%,6%,9%,1%,3%,1%,3%,1%,0%,-6%,71%,3%,9%,1%,100%,NA,NA,NA,NA,NA,70%,3%,9%,1%,100%,NA,NA,NA,NA,NA,73%,3%,9%,1%,100%,NA,NA,NA,NA,NA,73%,3%,1%,3%,100%,NA,NA,NA,NA,NA,75%,6%,9%,1%,100%,NA,NA,NA,NA,NA,4%,3%,0%,0%,0%
815,121775,Non-London,Special,105,25.7,Medium,"19,996",418,"20,414","10,588",671,"5,337",948,"1,469",203,423,132,887,182,295,46,"21,181",12456,142,942,135,16429,12456,296,1295,135,16429,13246,327,1017,147,17503,14166,859,1731,309,20918,"14,279",400,"1,298",126,"18,608","16,599",751,"1,889",381,"23,926","14,920",565,"1,443",132,"19,510","17,571",780,"2,141",289,"25,175",15924,671,1469,132,21181,"18,228",803,20414,5337,132,3468,529,527,-3,4752,98%,2%,50%,3%,25%,4%,7%,1%,2%,1%,4%,1%,1%,0%,76%,1%,6%,1%,100%,NA,NA,NA,NA,NA,76%,2%,6%,1%,100%,NA,NA,NA,NA,NA,77%,2%,7%,1%,100%,NA,NA,NA,NA,NA,77%,3%,1%,3%,100%,NA,NA,NA,NA,NA,75%,3%,7%,1%,100%,NA,NA,NA,NA,NA,-1%,2%,1%,0%,0%
815,121776,Non-London,Special,61,12.9,Low,"28,395",426,"28,820","10,468","1,994","8,531","1,763","2,392",171,"2,323",299,804,236,7,399,"29,385",19417,492,2263,414,26918,17951,678,1919,404,27021,15086,1390,2445,470,24333,14166,859,1731,309,20918,"18,425","2,173","2,636",322,"29,319","18,425",755,"1,759",310,"26,951","16,438","1,895","2,208",235,"25,627","16,438",628,"2,208",248,"25,627",18999,1994,2392,299,29385,"17,908",292,28820,8531,299,-418,1502,129,-115,2467,99%,1%,36%,7%,29%,6%,8%,1%,8%,1%,3%,1%,0%,1%,72%,2%,8%,2%,100%,NA,NA,NA,NA,NA,62%,6%,10%,2%,100%,NA,NA,NA,NA,NA,63%,7%,9%,1%,100%,NA,NA,NA,NA,NA,64%,7%,1%,3%,100%,NA,NA,NA,NA,NA,65%,7%,8%,1%,100%,NA,NA,NA,NA,NA,-7%,5%,0%,-1%,0%
815,121693,Non-London,Secondary with KS4,1533,3.1,Low,"4,645",34,"4,679","3,014",33,395,297,485,-31,70,76,132,55,46,185,"4,757",3248,25,602,91,4769,3495,98,406,109,5007,3304,25,579,86,4781,3535,109,444,111,5113,"3,278",31,591,83,"4,766","3,540",151,374,117,"5,121","3,338",47,590,72,"4,811","3,553",146,463,101,"5,388",3409,33,485,76,4757,"3,727",122,4679,395,76,161,8,-117,-15,-12,99%,1%,63%,1%,8%,6%,10%,-1%,1%,2%,3%,1%,1%,4%,68%,1%,13%,2%,100%,NA,NA,NA,NA,NA,69%,1%,12%,2%,100%,NA,NA,NA,NA,NA,69%,1%,12%,2%,100%,NA,NA,NA,NA,NA,69%,1%,-1%,2%,100%,NA,NA,NA,NA,NA,72%,1%,10%,2%,100%,NA,NA,NA,NA,NA,4%,0%,-3%,0%,0%
815,121694,Non-London,Secondary with KS4,889,0.6,Low,"4,476","1,368","5,844","3,035",114,228,492,362,-69,94,144,220,31,14,"1,134","5,801",3317,51,403,107,5312,3495,98,406,109,5007,3240,55,372,119,5219,3535,109,444,111,5113,"3,230",87,419,170,"5,723","3,540",151,374,117,"5,121","3,146",81,399,160,"5,699","3,553",146,463,101,"5,388",3263,114,362,144,5801,"3,727",122,5844,228,144,-54,63,-41,37,489,77%,23%,52%,2%,4%,8%,6%,-1%,2%,2%,4%,1%,0%,20%,62%,1%,8%,2%,100%,NA,NA,NA,NA,NA,62%,1%,7%,2%,100%,NA,NA,NA,NA,NA,56%,2%,7%,3%,100%,NA,NA,NA,NA,NA,55%,1%,-1%,5%,100%,NA,NA,NA,NA,NA,56%,2%,6%,2%,100%,NA,NA,NA,NA,NA,-6%,1%,-2%,0%,0%
815,121695,Non-London,Secondary with KS4,747,6.8,Low,"5,114",78,"5,192","3,043",122,761,365,409,-35,84,127,126,32,40,229,"5,303",3699,91,396,133,5187,3495,98,406,109,5007,3776,130,449,155,5370,3535,109,444,111,5113,"3,484",104,414,133,"4,961","3,540",151,374,117,"5,121","3,515",95,402,141,"5,015","3,553",146,463,101,"5,388",3804,122,409,127,5303,"3,727",122,5192,761,127,105,31,13,-6,116,99%,1%,57%,2%,14%,7%,8%,-1%,2%,2%,2%,1%,1%,4%,71%,2%,8%,3%,100%,NA,NA,NA,NA,NA,70%,2%,8%,3%,100%,NA,NA,NA,NA,NA,70%,2%,8%,3%,100%,NA,NA,NA,NA,NA,70%,2%,0%,2%,100%,NA,NA,NA,NA,NA,72%,2%,8%,2%,100%,NA,NA,NA,NA,NA,1%,0%,0%,-1%,0%
815,121699,Non-London,Secondary with KS4,670,5,Low,"5,303",32,"5,334","3,246",229,236,460,474,-61,69,93,200,149,65,337,"5,497",3466,60,427,92,4996,3495,98,406,109,5007,3234,234,371,99,5015,3535,109,444,111,5113,"3,325",195,387,89,"5,084","3,540",151,374,117,"5,121","3,475",159,462,82,"5,298","3,553",146,463,101,"5,388",3482,229,474,93,5497,"3,727",122,5334,236,93,16,169,47,1,501,99%,1%,59%,4%,4%,8%,9%,-1%,1%,2%,4%,3%,1%,6%,69%,1%,9%,2%,100%,NA,NA,NA,NA,NA,64%,5%,7%,2%,100%,NA,NA,NA,NA,NA,65%,4%,8%,2%,100%,NA,NA,NA,NA,NA,66%,3%,0%,3%,100%,NA,NA,NA,NA,NA,63%,4%,9%,2%,100%,NA,NA,NA,NA,NA,-6%,3%,0%,0%,0%
815,121700,Non-London,Secondary with KS4,287,6.3,Low,"6,788",460,"7,248","3,785",68,812,538,659,42,143,176,434,33,52,577,"7,321",4187,45,430,227,6510,3495,98,406,109,5007,4476,186,464,218,6996,3535,109,444,111,5113,"4,405",175,556,214,"7,070","3,540",151,374,117,"5,121","4,339",234,606,161,"6,901","3,553",146,463,101,"5,388",4597,68,659,176,7321,"3,727",122,7248,812,176,410,23,229,-51,811,94%,6%,52%,1%,11%,7%,9%,1%,2%,2%,6%,0%,1%,8%,64%,1%,7%,3%,100%,NA,NA,NA,NA,NA,64%,3%,7%,3%,100%,NA,NA,NA,NA,NA,62%,2%,8%,3%,100%,NA,NA,NA,NA,NA,63%,3%,1%,4%,100%,NA,NA,NA,NA,NA,63%,1%,9%,2%,100%,NA,NA,NA,NA,NA,-1%,0%,2%,-1%,0%
815,121702,Non-London,Secondary with KS4,1102,10.7,Low,"5,175",57,"5,232","3,183",87,577,415,520,-39,99,65,243,45,11,178,"5,384",3226,36,409,61,4598,3495,98,406,109,5007,3433,43,480,73,4984,3535,109,444,111,5113,"3,400",35,478,71,"4,950","3,540",151,374,117,"5,121","3,521",79,490,67,"5,081","3,553",146,463,101,"5,388",3760,87,520,65,5384,"3,727",122,5232,577,65,534,51,111,4,786,99%,1%,59%,2%,11%,8%,10%,-1%,2%,1%,5%,1%,0%,3%,70%,1%,9%,1%,100%,NA,NA,NA,NA,NA,69%,1%,10%,1%,100%,NA,NA,NA,NA,NA,69%,1%,10%,1%,100%,NA,NA,NA,NA,NA,69%,2%,0%,5%,100%,NA,NA,NA,NA,NA,70%,2%,10%,1%,100%,NA,NA,NA,NA,NA,0%,1%,1%,0%,0%
815,121708,Non-London,Secondary with KS4,554,7.6,Low,"5,668",86,"5,754","2,565",595,567,464,727,24,330,193,237,34,50,283,"6,069",2632,124,546,208,4732,3495,98,406,109,5007,2737,207,526,207,4964,3535,109,444,111,5113,"2,913",177,519,171,"5,058","3,540",151,374,117,"5,121","2,997",344,623,167,"5,553","3,553",146,463,101,"5,388",3132,595,727,193,6069,"3,727",122,5754,567,193,500,471,181,-15,1337,98%,2%,42%,10%,9%,8%,12%,0%,5%,3%,4%,1%,1%,5%,56%,3%,12%,4%,100%,NA,NA,NA,NA,NA,55%,4%,11%,4%,100%,NA,NA,NA,NA,NA,58%,3%,10%,3%,100%,NA,NA,NA,NA,NA,54%,6%,0%,4%,100%,NA,NA,NA,NA,NA,52%,10%,12%,3%,100%,NA,NA,NA,NA,NA,-4%,7%,0%,-1%,0%
815,121714,Non-London,Secondary with KS4,544,7.9,Low,"5,705",75,"5,780","3,223",218,544,348,439,17,260,59,246,143,56,145,"5,698",3523,124,279,75,5100,3495,98,406,109,5007,3464,122,301,77,5083,3535,109,444,111,5113,"3,297",173,297,59,"5,006","3,540",151,374,117,"5,121","3,253",269,373,58,"5,289","3,553",146,463,101,"5,388",3767,218,439,59,5698,"3,727",122,5780,544,59,244,94,160,-16,598,99%,1%,57%,4%,10%,6%,8%,0%,5%,1%,4%,3%,1%,3%,69%,2%,5%,1%,100%,NA,NA,NA,NA,NA,68%,2%,6%,2%,100%,NA,NA,NA,NA,NA,66%,3%,6%,1%,100%,NA,NA,NA,NA,NA,62%,5%,0%,4%,100%,NA,NA,NA,NA,NA,66%,4%,8%,1%,100%,NA,NA,NA,NA,NA,-3%,2%,3%,0%,0%
815,121715,Non-London,Secondary with KS4,457,4.4,Low,"5,084",211,"5,294","3,372",103,508,330,471,40,61,96,113,78,60,385,"5,617",3154,313,298,113,4663,3495,98,406,109,5007,3309,105,337,111,4665,3535,109,444,111,5113,"3,398",187,392,117,"4,787","3,540",151,374,117,"5,121","3,637",162,406,97,"5,102","3,553",146,463,101,"5,388",3881,103,471,96,5617,"3,727",122,5294,508,96,727,-210,173,-17,954,96%,4%,60%,2%,9%,6%,8%,1%,1%,2%,2%,1%,1%,7%,68%,7%,6%,2%,100%,NA,NA,NA,NA,NA,71%,2%,7%,2%,100%,NA,NA,NA,NA,NA,71%,4%,8%,2%,100%,NA,NA,NA,NA,NA,71%,3%,1%,2%,100%,NA,NA,NA,NA,NA,69%,2%,8%,2%,100%,NA,NA,NA,NA,NA,1%,-5%,2%,0%,0%
815,121650,Non-London,Primary,95,1.1,Low,"4,493",155,"4,648","2,294",220,600,379,384,113,148,56,295,52,163,54,"4,757",SUPP,185,322,89,4161,2922,149,340,87,4382,2979,88,371,85,4350,3018,164,355,80,4513,"2,900",92,330,62,"4,277","3,005",183,317,70,"4,729","2,863",239,354,52,"4,696","3,020",170,374,69,"4,798",2894,220,384,56,4757,"3,098",168,4648,600,56,NA,35,62,-33,596,97%,3%,SUPP,5%,SUPP,8%,8%,2%,3%,1%,6%,1%,3%,1%,SUPP,4%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,2%,9%,2%,100%,NA,NA,NA,NA,NA,68%,2%,8%,1%,100%,NA,NA,NA,NA,NA,61%,5%,2%,7%,100%,NA,NA,NA,NA,NA,NA,5%,8%,1%,100%,NA,NA,NA,NA,NA,NA,1%,0%,-1%,0%
815,121651,Non-London,Primary,34,0,Low,"7,017",191,"7,209","3,748",322,950,578,614,205,189,101,279,54,39,246,"7,326",SUPP,221,488,117,5977,2922,149,340,87,4382,3869,163,471,114,6005,3018,164,355,80,4513,SUPP,249,513,130,"6,790","3,005",183,317,70,"4,729","4,463",739,600,130,"7,674","3,020",170,374,69,"4,798",4698,322,614,101,7326,"3,098",168,7209,950,101,NA,101,126,-16,1349,97%,3%,SUPP,4%,SUPP,8%,8%,3%,3%,1%,4%,1%,1%,3%,SUPP,4%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,8%,2%,100%,NA,NA,NA,NA,NA,58%,10%,2%,4%,100%,NA,NA,NA,NA,NA,NA,4%,8%,1%,100%,NA,NA,NA,NA,NA,NA,0%,0%,-1%,0%
815,121653,Non-London,Primary,125,2.4,Low,"5,457",280,"5,738","2,322",212,713,202,328,214,193,2,316,39,57,747,"5,345",SUPP,120,310,34,3713,2922,149,340,87,4382,2615,203,305,54,4125,3018,164,355,80,4513,SUPP,294,298,64,"4,878","3,005",183,317,70,"4,729","1,907",162,287,99,"3,458","3,020",170,374,69,"4,798",3035,212,328,2,5345,"3,098",168,5738,713,2,NA,92,18,-32,1632,95%,5%,SUPP,4%,SUPP,4%,6%,4%,4%,0%,6%,1%,1%,14%,SUPP,3%,8%,1%,100%,NA,NA,NA,NA,NA,SUPP,5%,7%,1%,100%,NA,NA,NA,NA,NA,SUPP,6%,6%,1%,100%,NA,NA,NA,NA,NA,55%,5%,5%,8%,100%,NA,NA,NA,NA,NA,NA,4%,6%,0%,100%,NA,NA,NA,NA,NA,NA,1%,-2%,-1%,0%
815,121654,Non-London,Primary,108,12.4,Low,"4,398",41,"4,439",SUPP,252,SUPP,273,294,189,191,57,279,49,25,106,"1,714",2490,285,259,68,3816,2922,149,340,87,4382,2555,351,288,62,4136,3018,164,355,80,4513,SUPP,256,309,59,"4,758","3,005",183,317,70,"4,729",SUPP,220,307,61,"4,465","3,020",170,374,69,"4,798",SUPP,252,294,57,4429,"3,098",168,4439,733,57,SUPP,-33,35,-11,613,99%,1%,SUPP,6%,SUPP,6%,7%,4%,4%,1%,6%,1%,1%,2%,65%,7%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,8%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,5%,6%,1%,100%,NA,NA,NA,NA,NA,SUPP!,5%,4%,7%,100%,NA,NA,NA,NA,NA,SUPP,6%,7%,1%,100%,NA,NA,NA,NA,NA,SUPP,-1%,0%,-1%,0%
815,121655,Non-London,Primary,160,13.1,Low,"4,564",114,"4,678","2,298",322,767,229,294,175,192,45,291,46,28,46,"4,734",SUPP,138,227,50,3866,2922,149,340,87,4382,2491,230,222,61,3641,3018,164,355,80,4513,SUPP,226,243,SUPP,"4,251","3,005",183,317,70,"4,729","2,885",192,258,74,"4,259","3,020",170,374,69,"4,798",3065,322,294,45,4734,"3,098",168,4678,767,45,NA,184,67,-5,868,98%,2%,SUPP,7%,SUPP,5%,6%,4%,4%,1%,6%,1%,1%,1%,SUPP,4%,6%,1%,100%,NA,NA,NA,NA,NA,SUPP,6%,6%,2%,100%,NA,NA,NA,NA,NA,SUPP,5%,6%,SUPP,100%,NA,NA,NA,NA,NA,68%,5%,3%,6%,100%,NA,NA,NA,NA,NA,NA,7%,6%,1%,100%,NA,NA,NA,NA,NA,NA,3%,0%,0%,0%
815,121656,Non-London,Primary,210,3.8,Low,"4,168",123,"4,291","1,689",181,951,299,304,174,181,46,231,41,104,117,"4,319",2480,154,234,56,3577,2922,149,340,87,4382,2484,151,249,63,3694,3018,164,355,80,4513,SUPP,190,248,SUPP,"3,889","3,005",183,317,70,"4,729","2,752",77,280,50,"4,275","3,020",170,374,69,"4,798",2641,181,304,46,4319,"3,098",168,4291,951,46,161,27,70,-10,742,97%,3%,39%,4%,22%,7%,7%,4%,4%,1%,5%,1%,2%,3%,69%,4%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,5%,6%,SUPP,100%,NA,NA,NA,NA,NA,65%,2%,4%,6%,100%,NA,NA,NA,NA,NA,61%,4%,7%,1%,100%,NA,NA,NA,NA,NA,-8%,0%,0%,-1%,0%
815,121657,Non-London,Primary,85,5.1,Low,"4,910",118,"5,028","2,434",142,806,302,349,157,191,52,308,55,148,29,"4,974",SUPP,226,374,59,4505,2922,149,340,87,4382,3078,155,360,59,4597,3018,164,355,80,4513,SUPP,123,401,SUPP,"5,028","3,005",183,317,70,"4,729","3,068",131,374,56,"4,837","3,020",170,374,69,"4,798",3241,142,349,52,4974,"3,098",168,5028,806,52,NA,-84,-25,-7,469,98%,2%,SUPP,3%,SUPP,6%,7%,3%,4%,1%,6%,1%,3%,1%,SUPP,5%,8%,1%,100%,NA,NA,NA,NA,NA,SUPP,3%,8%,1%,100%,NA,NA,NA,NA,NA,SUPP,2%,8%,SUPP,100%,NA,NA,NA,NA,NA,63%,3%,3%,6%,100%,NA,NA,NA,NA,NA,NA,3%,7%,1%,100%,NA,NA,NA,NA,NA,NA,-2%,-1%,0%,0%
815,121658,Non-London,Primary,52,0,Low,"5,950",90,"6,040","3,743",173,306,619,579,205,192,109,109,101,54,45,"6,235",SUPP,293,495,124,5697,2922,149,340,87,4382,3658,213,491,109,6403,3018,164,355,80,4513,"3,924",250,493,142,"6,307","3,005",183,317,70,"4,729","3,660",436,533,120,"6,224","3,020",170,374,69,"4,798",4049,173,579,109,6235,"3,098",168,6040,306,109,NA,-120,84,-15,538,99%,1%,60%,3%,5%,10%,9%,3%,3%,2%,2%,2%,1%,1%,SUPP,5%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,8%,2%,100%,NA,NA,NA,NA,NA,62%,4%,8%,2%,100%,NA,NA,NA,NA,NA,58%,7%,4%,2%,100%,NA,NA,NA,NA,NA,65%,3%,9%,2%,100%,NA,NA,NA,NA,NA,NA,-2%,0%,0%,0%
815,121659,Non-London,Primary,112,25.3,Medium,"5,271",47,"5,318","2,636",70,823,289,399,175,195,64,257,96,29,63,"5,096",SUPP,213,397,97,5217,3108,217,336,92,4717,3428,107,435,65,5017,3018,164,355,80,4513,SUPP,365,446,87,"5,506","3,478",209,426,98,"5,541","3,648",178,455,71,"5,611","3,471",181,455,90,"5,585",3459,70,399,64,5096,"3,624",164,5318,823,64,NA,-143,2,-33,-121,99%,1%,SUPP,1%,SUPP,6%,8%,3%,4%,1%,5%,2%,1%,1%,SUPP,4%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,2%,9%,1%,100%,NA,NA,NA,NA,NA,SUPP,7%,8%,2%,100%,NA,NA,NA,NA,NA,65%,3%,4%,6%,100%,NA,NA,NA,NA,NA,NA,1%,8%,1%,100%,NA,NA,NA,NA,NA,NA,-3%,0%,-1%,0%
815,121778,Non-London,Special,57,18.4,Low,"22,275",618,"22,893","9,377",292,"7,272","1,514","2,102",148,883,200,736,214,255,87,"23,081",14281,154,1669,381,21511,17951,678,1919,404,27021,15015,673,1818,362,22028,16111,718,1953,391,24669,"16,758",755,"2,024",310,"23,683","18,425",755,"1,759",310,"26,951","16,136",263,"2,035",248,"22,685","16,438",628,"2,208",248,"25,627",16649,292,2102,200,23081,"17,908",292,22893,7272,200,2368,138,433,-181,1570,97%,3%,SUPP,1%,SUPP,7%,9%,1%,4%,1%,3%,1%,1%,0%,66%,1%,8%,2%,100%,NA,NA,NA,NA,NA,68%,3%,8%,2%,100%,NA,NA,NA,NA,NA,71%,3%,9%,1%,100%,NA,NA,NA,NA,NA,71%,1%,1%,4%,100%,NA,NA,NA,NA,NA,NA,1%,9%,1%,100%,NA,NA,NA,NA,NA,NA,0%,1%,-1%,0%
815,121779,Non-London,Special,181,21.1,Medium,"18,845",268,"19,113","7,633","1,215","5,134",707,"1,304",230,465,97,695,116,75,371,"18,042",10716,296,1295,110,14890,12456,296,1295,135,16429,11371,718,1325,144,16248,16111,718,1953,391,24669,"11,070",634,"1,255",118,"15,617","18,425",755,"1,759",310,"26,951","10,726",913,"1,174",111,"15,561","17,571",780,"2,141",289,"25,175",12767,1215,1304,97,18042,"18,228",803,19113,5134,97,2051,919,9,-13,3152,99%,1%,42%,7%,28%,4%,7%,1%,3%,1%,4%,1%,0%,2%,72%,2%,9%,1%,100%,NA,NA,NA,NA,NA,70%,4%,8%,1%,100%,NA,NA,NA,NA,NA,71%,4%,8%,1%,100%,NA,NA,NA,NA,NA,69%,6%,1%,5%,100%,NA,NA,NA,NA,NA,71%,7%,7%,1%,100%,NA,NA,NA,NA,NA,-1%,5%,-2%,0%,0%
815,121780,Non-London,Special,23,34.8,Medium,"36,889",181,"37,070","22,859",821,"11,882","7,397","5,350","1,712","1,918","3,923","8,917",815,48,194,"65,838",39401,1707,6116,4433,71772,12456,296,1295,135,16429,62330,254,8800,5602,103120,21521,554,3382,665,33652,"29,277",-533,"9,512","2,964","56,249","18,425",755,"1,759",310,"26,951","26,393",646,"5,695","2,357","53,286","17,571",780,"2,141",289,"25,175",34741,821,5350,3923,65838,"18,228",803,37070,11882,3923,-4660,-886,-766,-510,-5934,100%,0%,35%,1%,18%,11%,8%,3%,3%,6%,14%,1%,0%,0%,55%,2%,9%,6%,100%,NA,NA,NA,NA,NA,60%,0%,9%,5%,100%,NA,NA,NA,NA,NA,52%,-1%,17%,5%,100%,NA,NA,NA,NA,NA,50%,1%,3%,15%,100%,NA,NA,NA,NA,NA,53%,1%,8%,6%,100%,NA,NA,NA,NA,NA,-2%,-1%,-1%,0%,0%
815,121681,Non-London,Secondary with KS4,696,6.5,Low,"5,053",236,"5,289","2,826",78,625,259,535,10,58,106,632,29,39,295,"5,492",3722,104,397,131,5647,3495,98,406,109,5007,3703,148,498,144,5756,3535,109,444,111,5113,"3,617",94,519,117,"5,584","3,540",151,374,117,"5,121","3,394",97,532,90,"5,374","3,553",146,463,101,"5,388",3450,78,535,106,5492,"3,727",122,5289,625,106,-272,-26,138,-25,-155,96%,4%,51%,1%,11%,5%,10%,0%,1%,2%,12%,1%,1%,5%,66%,2%,7%,2%,100%,NA,NA,NA,NA,NA,64%,3%,9%,2%,100%,NA,NA,NA,NA,NA,65%,2%,9%,2%,100%,NA,NA,NA,NA,NA,64%,2%,0%,9%,100%,NA,NA,NA,NA,NA,63%,1%,10%,2%,100%,NA,NA,NA,NA,NA,-3%,-1%,3%,0%,0%
